uniqueID,Site_Genet,Site,Island,Genus_Code,StartingDate,EndingDate,StartingPerim,EndingPerim,StartingSize,EndingSize,N_t0,N_t1
FFS014_1309-1609_POSP_00530,FFS_OCC_014_00530,OCC-FFS-014,FFS,POSP,9/6/2013,9/2/2016,2218.896548,1807.507986,4589.026147,6421.621299,28,8
FFS014_1609-1908_POSP_00530,FFS_OCC_014_00530,OCC-FFS-014,FFS,POSP,9/2/2016,8/27/2019,2565.743212,4488.474762,12989.7304,7788.9287,1,84
FFS014_1309-1609_POSP_00534,FFS_OCC_014_00534,OCC-FFS-014,FFS,POSP,9/6/2013,9/2/2016,6687.624211,6744.401354,17833.73045,20037.99165,42,25
FFS014_1609-1908_POSP_00534,FFS_OCC_014_00534,OCC-FFS-014,FFS,POSP,9/2/2016,8/27/2019,43.56800166,30.86276625,65.72925012,34.18910016,1,1
HAWK10_1504-1704_POSP_01880,HAW_SIO_K10_01880,SIO-HAW-K10,HAW,POSP,4/15/2015,4/8/2017,61.7646817,28.2017476,127.87505,21.2653,1,2
HAWK10_1704-1907_POSP_01880,HAW_SIO_K10_01880,SIO-HAW-K10,HAW,POSP,4/8/2017,7/17/2019,17.1237152,13.4906494,12.0937,10.8509,1,1
LIS005_1309-1609_POSP_02142,LIS_OCC_005_02142,OCC-LIS-005,LIS,POSP,9/12/2013,9/18/2016,29.58408361,30.2150821,28.13154999,22.45709967,1,2
LIS005_1309-1908_POSP_02142,LIS_OCC_005_02142,OCC-LIS-005,LIS,POSP,9/12/2013,8/30/2019,29.58408361,11.51882371,28.13154999,6.569250149,1,1
LIS005_1609-1908_POSP_02142,LIS_OCC_005_02142,OCC-LIS-005,LIS,POSP,9/18/2016,8/30/2019,30.2150821,52.90133368,22.45709967,45.91040009,2,2
MAIK01_1407-1507_MOSP_02396,MAI_SIO_K01_02396,SIO-MAI-K01,MAI,MOSP,7/21/2014,7/10/2015,698.4808287,696.1409598,628.2522716,660.4162727,15,13
MAIK01_1507-1511_MOSP_02396,MAI_SIO_K01_02396,SIO-MAI-K01,MAI,MOSP,7/10/2015,11/2/2015,696.1409598,647.7467894,660.4162727,705.5948193,13,11
MAIK01_1511-1606_MOSP_02396,MAI_SIO_K01_02396,SIO-MAI-K01,MAI,MOSP,11/2/2015,6/16/2016,642.2256002,580.5961349,704.1332306,806.6530433,10,8
MAIK01_1606-1611_MOSP_02396,MAI_SIO_K01_02396,SIO-MAI-K01,MAI,MOSP,6/16/2016,11/30/2016,580.5961349,495.5136721,806.6530433,878.7792945,8,9
MAIK01_1611-1707_MOSP_02396,MAI_SIO_K01_02396,SIO-MAI-K01,MAI,MOSP,11/30/2016,7/28/2017,496.0496774,399.8808922,884.5806482,810.3637581,9,8
MAIK01_1707-1809_MOSP_02396,MAI_SIO_K01_02396,SIO-MAI-K01,MAI,MOSP,7/28/2017,9/14/2018,399.8808922,497.2122585,810.3637581,827.5154687,8,6
MAIK01_1407-1507_MOSP_02450,MAI_SIO_K01_02450,SIO-MAI-K01,MAI,MOSP,7/21/2014,7/10/2015,45.62641934,83.28215724,27.51919992,77.77442496,4,3
MAIK01_1507-1511_MOSP_02450,MAI_SIO_K01_02450,SIO-MAI-K01,MAI,MOSP,7/10/2015,11/2/2015,83.28215724,73.20587058,77.77442496,77.42088575,3,2
MAIK01_1511-1606_MOSP_02450,MAI_SIO_K01_02450,SIO-MAI-K01,MAI,MOSP,11/2/2015,6/16/2016,73.20587058,82.12420096,77.42088575,96.97399147,2,1
MAIK01_1511-1611_MOSP_02450,MAI_SIO_K01_02450,SIO-MAI-K01,MAI,MOSP,11/2/2015,11/30/2016,41.45799376,75.19313647,39.50728341,107.8423695,1,1
MAIK01_1606-1611_MOSP_02450,MAI_SIO_K01_02450,SIO-MAI-K01,MAI,MOSP,6/16/2016,11/30/2016,82.12420096,75.19313647,96.97399147,107.8423695,1,1
MAIK01_1611-1707_MOSP_02450,MAI_SIO_K01_02450,SIO-MAI-K01,MAI,MOSP,11/30/2016,7/28/2017,75.19313647,80.29447693,107.8423695,53.2984157,1,4
MAIK01_1707-1809_MOSP_02450,MAI_SIO_K01_02450,SIO-MAI-K01,MAI,MOSP,7/28/2017,9/14/2018,36.57071898,0,22.60987015,0,3,3
MAIK01_1407-1507_MOSP_02482,MAI_SIO_K01_02482,SIO-MAI-K01,MAI,MOSP,7/21/2014,7/10/2015,176.7446925,251.0872392,172.7729593,147.3437744,6,14
MAIK01_1507-1511_MOSP_02482,MAI_SIO_K01_02482,SIO-MAI-K01,MAI,MOSP,7/10/2015,11/2/2015,262.6623808,208.7389226,147.3437744,112.0602502,15,16
MAIK01_1511-1606_MOSP_02482,MAI_SIO_K01_02482,SIO-MAI-K01,MAI,MOSP,11/2/2015,6/16/2016,204.1848985,200.7234121,112.0602502,174.2570698,15,9
MAIK01_1606-1611_MOSP_02482,MAI_SIO_K01_02482,SIO-MAI-K01,MAI,MOSP,6/16/2016,11/30/2016,148.5655992,178.1021188,126.4751218,268.7603276,8,3
MAIK01_1611-1707_MOSP_02482,MAI_SIO_K01_02482,SIO-MAI-K01,MAI,MOSP,11/30/2016,7/28/2017,178.1021188,244.9068174,268.7603276,224.0087595,3,7
MAIK01_1707-1809_MOSP_02482,MAI_SIO_K01_02482,SIO-MAI-K01,MAI,MOSP,7/28/2017,9/14/2018,244.9068174,241.4880363,224.0087595,215.2904785,7,7
MAIK01_1407-1507_POSP_02363,MAI_SIO_K01_02363,SIO-MAI-K01,MAI,POSP,7/21/2014,7/10/2015,40.44721198,53.36967668,46.82330036,58.0546017,2,2
MAIK01_1507-1511_POSP_02363,MAI_SIO_K01_02363,SIO-MAI-K01,MAI,POSP,7/10/2015,11/2/2015,53.36967668,57.78256046,58.0546017,69.98784125,2,2
MAIK01_1511-1606_POSP_02363,MAI_SIO_K01_02363,SIO-MAI-K01,MAI,POSP,11/2/2015,6/16/2016,57.78256046,87.31338036,69.98784125,67.51336359,2,4
MAIK01_1606-1611_POSP_02363,MAI_SIO_K01_02363,SIO-MAI-K01,MAI,POSP,6/16/2016,11/30/2016,87.31338036,68.27716379,67.51336359,67.16291998,4,3
MAIK01_1611-1707_POSP_02363,MAI_SIO_K01_02363,SIO-MAI-K01,MAI,POSP,11/30/2016,7/28/2017,58.47301252,63.08344188,60.39126672,70.85891801,2,3
MAIK01_1707-1809_POSP_02363,MAI_SIO_K01_02363,SIO-MAI-K01,MAI,POSP,7/28/2017,9/14/2018,63.08344188,70.76223888,70.85891801,50.64928112,3,5
MAIK01_1407-1507_POSP_02433,MAI_SIO_K01_02433,SIO-MAI-K01,MAI,POSP,7/21/2014,7/10/2015,128.8976924,133.6031402,117.8272505,138.8404657,5,4
MAIK01_1507-1511_POSP_02433,MAI_SIO_K01_02433,SIO-MAI-K01,MAI,POSP,7/10/2015,11/2/2015,133.6031402,124.4458191,138.8404657,145.8280921,4,5
MAIK01_1511-1606_POSP_02433,MAI_SIO_K01_02433,SIO-MAI-K01,MAI,POSP,11/2/2015,6/16/2016,124.4458191,138.0560314,145.8280921,181.478985,5,3
MAIK01_1606-1611_POSP_02433,MAI_SIO_K01_02433,SIO-MAI-K01,MAI,POSP,6/16/2016,11/30/2016,138.0560314,120.5522072,181.478985,155.049919,3,3
MAIK01_1611-1707_POSP_02433,MAI_SIO_K01_02433,SIO-MAI-K01,MAI,POSP,11/30/2016,7/28/2017,110.4033165,120.4903901,149.1945263,153.3858941,2,3
MAIK01_1707-1809_POSP_02433,MAI_SIO_K01_02433,SIO-MAI-K01,MAI,POSP,7/28/2017,9/14/2018,120.4903901,127.77467,153.3858941,131.3503366,3,3
MAIK01_1407-1507_POSP_02439,MAI_SIO_K01_02439,SIO-MAI-K01,MAI,POSP,7/21/2014,7/10/2015,355.4839416,386.3374298,452.7291857,543.7888814,10,10
MAIK01_1507-1511_POSP_02439,MAI_SIO_K01_02439,SIO-MAI-K01,MAI,POSP,7/10/2015,11/2/2015,386.3374298,338.8769327,543.7888814,471.972345,10,10
MAIK01_1511-1606_POSP_02439,MAI_SIO_K01_02439,SIO-MAI-K01,MAI,POSP,11/2/2015,6/16/2016,345.9542276,372.7754856,471.972345,530.0222581,11,11
MAIK01_1606-1611_POSP_02439,MAI_SIO_K01_02439,SIO-MAI-K01,MAI,POSP,6/16/2016,11/30/2016,372.7754856,327.6479096,530.0222581,451.0689951,11,14
MAIK01_1611-1707_POSP_02439,MAI_SIO_K01_02439,SIO-MAI-K01,MAI,POSP,11/30/2016,7/28/2017,327.6479096,369.8978793,451.0689951,523.1018316,14,13
MAIK01_1707-1809_POSP_02439,MAI_SIO_K01_02439,SIO-MAI-K01,MAI,POSP,7/28/2017,9/14/2018,357.9371847,437.5288112,514.2924724,466.1901906,12,20
MAIK02_1407-1507_POSP_02648,MAI_SIO_K02_02648,SIO-MAI-K02,MAI,POSP,7/21/2014,7/11/2015,82.1230275,77.2326779,161.1592189,84.48072915,1,2
MAIK02_1507-1607_POSP_02648,MAI_SIO_K02_02648,SIO-MAI-K02,MAI,POSP,7/11/2015,7/4/2016,77.2326779,80.36513228,84.48072915,100.1380915,2,1
MAIK02_1607-1708_POSP_02648,MAI_SIO_K02_02648,SIO-MAI-K02,MAI,POSP,7/4/2016,8/2/2017,80.36513228,284.6217353,100.1380915,479.7188661,1,1
MAIK02_1708-1809_POSP_02648,MAI_SIO_K02_02648,SIO-MAI-K02,MAI,POSP,8/2/2017,9/14/2018,351.6132181,230.0231921,562.8502069,235.4108353,2,5
MAIK02_1407-1507_POSP_02810,MAI_SIO_K02_02810,SIO-MAI-K02,MAI,POSP,7/21/2014,7/11/2015,26.41231895,23.94248843,22.88351565,23.96504503,2,1
MAIK02_1507-1607_POSP_02810,MAI_SIO_K02_02810,SIO-MAI-K02,MAI,POSP,7/11/2015,7/4/2016,23.94248843,22.12440675,23.96504503,23.97505107,1,1
MAIK02_1607-1708_POSP_02810,MAI_SIO_K02_02810,SIO-MAI-K02,MAI,POSP,7/4/2016,8/2/2017,22.12440675,21.77395935,23.97505107,16.32831899,1,2
MAIK02_1708-1809_POSP_02810,MAI_SIO_K02_02810,SIO-MAI-K02,MAI,POSP,8/2/2017,9/14/2018,11.27238702,14.42796265,8.97417315,14.88886619,1,1
MAIK02_1407-1507_POSP_02845,MAI_SIO_K02_02845,SIO-MAI-K02,MAI,POSP,7/21/2014,7/11/2015,149.4647238,147.3146171,171.1763078,140.4055394,6,10
MAIK02_1507-1607_POSP_02845,MAI_SIO_K02_02845,SIO-MAI-K02,MAI,POSP,7/11/2015,7/4/2016,121.9671245,139.1330777,110.0995058,108.4870873,9,11
MAIK02_1607-1708_POSP_02845,MAI_SIO_K02_02845,SIO-MAI-K02,MAI,POSP,7/4/2016,8/2/2017,136.7993073,128.9682092,108.4870873,111.7087123,10,9
MAIK02_1708-1809_POSP_02845,MAI_SIO_K02_02845,SIO-MAI-K02,MAI,POSP,8/2/2017,9/14/2018,95.43823358,98.0548694,111.7087123,129.1149978,5,4
MAIK02_1407-1507_POSP_02901,MAI_SIO_K02_02901,SIO-MAI-K02,MAI,POSP,7/21/2014,7/11/2015,28.45899413,69.14413458,11.47837051,34.77587181,2,2
MAIK02_1507-1607_POSP_02901,MAI_SIO_K02_02901,SIO-MAI-K02,MAI,POSP,7/11/2015,7/4/2016,167.8678109,135.361668,132.6238338,161.8192796,6,5
MAIK02_1607-1708_POSP_02901,MAI_SIO_K02_02901,SIO-MAI-K02,MAI,POSP,7/4/2016,8/2/2017,135.361668,121.1863432,161.8192796,140.42472,5,3
MAIK02_1708-1809_POSP_02901,MAI_SIO_K02_02901,SIO-MAI-K02,MAI,POSP,8/2/2017,9/14/2018,121.1863432,96.53345232,140.42472,86.31876981,3,5
MAIK02_1407-1507_POSP_02981,MAI_SIO_K02_02981,SIO-MAI-K02,MAI,POSP,7/21/2014,7/11/2015,5.58341824,20.46066255,1.032249842,12.41497931,2,1
MAIK02_1507-1607_POSP_02981,MAI_SIO_K02_02981,SIO-MAI-K02,MAI,POSP,7/11/2015,7/4/2016,20.46066255,15.02523339,12.41497931,7.019049999,1,2
MAIK02_1607-1708_POSP_02981,MAI_SIO_K02_02981,SIO-MAI-K02,MAI,POSP,7/4/2016,8/2/2017,8.877305288,0,4.305649903,0,1,1
MAIK02_1407-1507_POSP_03001,MAI_SIO_K02_03001,SIO-MAI-K02,MAI,POSP,7/21/2014,7/11/2015,70.95157976,77.87504507,81.8767161,108.6411584,5,5
MAIK02_1407-1607_POSP_03001,MAI_SIO_K02_03001,SIO-MAI-K02,MAI,POSP,7/21/2014,7/4/2016,35.86504782,7.74388194,60.44836824,4.718369177,1,1
MAIK02_1507-1607_POSP_03001,MAI_SIO_K02_03001,SIO-MAI-K02,MAI,POSP,7/11/2015,7/4/2016,77.87504507,57.71854789,108.6411584,18.55129011,5,3
MAIK02_1607-1708_POSP_03001,MAI_SIO_K02_03001,SIO-MAI-K02,MAI,POSP,7/4/2016,8/2/2017,21.50688598,0,18.55129011,0,2,2
